New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
Key pressed, nChar :39, nRepCnt :1, nFlags :333
New: painting ActivePieces, active_piece =10, active_pos.x=97, active_pos.y=97
New: painting ActivePieces, active_piece =10, active_pos.x=97, active_pos.y=97
New: painting ActivePieces, active_piece =10, active_pos.x=97, active_pos.y=97
New: painting ActivePieces, active_piece =10, active_pos.x=97, active_pos.y=97
Key pressed, nChar :39, nRepCnt :1, nFlags :333
New: painting ActivePieces, active_piece =10, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =10, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =10, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =10, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =10, active_pos.x=98, active_pos.y=98
Key pressed, nChar :40, nRepCnt :1, nFlags :336
New: painting ActivePieces, active_piece =10, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =10, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =10, active_pos.x=98, active_pos.y=98
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =10, active_pos.x=97, active_pos.y=97
New: painting ActivePieces, active_piece =10, active_pos.x=97, active_pos.y=97
New: painting ActivePieces, active_piece =10, active_pos.x=97, active_pos.y=97
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =10, active_pos.x=96, active_pos.y=96
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =10, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =10, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =10, active_pos.x=95, active_pos.y=95
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =10, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =10, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =10, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =10, active_pos.x=94, active_pos.y=94
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =10, active_pos.x=93, active_pos.y=93
Key pressed, nChar :38, nRepCnt :1, nFlags :328
New: painting ActivePieces, active_piece =11, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =11, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =11, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =11, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =11, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =11, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =11, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =11, active_pos.x=95, active_pos.y=95
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
Key pressed, nChar :38, nRepCnt :1, nFlags :328
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =11, active_pos.x=94, active_pos.y=94
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =11, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =11, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =11, active_pos.x=93, active_pos.y=93
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =11, active_pos.x=92, active_pos.y=92
New: painting ActivePieces, active_piece =11, active_pos.x=92, active_pos.y=92
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =11, active_pos.x=91, active_pos.y=91
New: painting ActivePieces, active_piece =11, active_pos.x=91, active_pos.y=91
New: painting ActivePieces, active_piece =11, active_pos.x=91, active_pos.y=91
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =21, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =21, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =21, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =21, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =21, active_pos.x=99, active_pos.y=99
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
Key pressed, nChar :40, nRepCnt :1, nFlags :336
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
Key pressed, nChar :40, nRepCnt :1, nFlags :336
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
Key pressed, nChar :40, nRepCnt :1, nFlags :336
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
Key pressed, nChar :40, nRepCnt :1, nFlags :336
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =21, active_pos.x=98, active_pos.y=98
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =21, active_pos.x=97, active_pos.y=97
New: painting ActivePieces, active_piece =21, active_pos.x=97, active_pos.y=97
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =21, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =21, active_pos.x=96, active_pos.y=96
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =22, active_pos.x=97, active_pos.y=97
New: painting ActivePieces, active_piece =22, active_pos.x=97, active_pos.y=97
New: painting ActivePieces, active_piece =22, active_pos.x=97, active_pos.y=97
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =22, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =22, active_pos.x=96, active_pos.y=96
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =22, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =22, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =22, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =22, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =22, active_pos.x=96, active_pos.y=96
Key pressed, nChar :68, nRepCnt :1, nFlags :32
New: painting ActivePieces, active_piece =22, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =23, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =23, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =23, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =23, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =23, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =23, active_pos.x=95, active_pos.y=95
Key pressed, nChar :68, nRepCnt :1, nFlags :32
New: painting ActivePieces, active_piece =23, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =33, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =33, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =33, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =33, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =33, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =33, active_pos.x=99, active_pos.y=99
Key pressed, nChar :68, nRepCnt :1, nFlags :32
New: painting ActivePieces, active_piece =33, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =34, active_pos.x=97, active_pos.y=97
New: painting ActivePieces, active_piece =34, active_pos.x=97, active_pos.y=97
New: painting ActivePieces, active_piece =34, active_pos.x=97, active_pos.y=97
Key pressed, nChar :68, nRepCnt :1, nFlags :32
New: painting ActivePieces, active_piece =34, active_pos.x=97, active_pos.y=97
New: painting ActivePieces, active_piece =35, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =35, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =35, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =35, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =35, active_pos.x=95, active_pos.y=95
Key pressed, nChar :68, nRepCnt :1, nFlags :32
New: painting ActivePieces, active_piece =35, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =1, active_pos.x=98, active_pos.y=98
New: painting ActivePieces, active_piece =1, active_pos.x=98, active_pos.y=98
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =1, active_pos.x=97, active_pos.y=97
New: painting ActivePieces, active_piece =1, active_pos.x=97, active_pos.y=97
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =1, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =1, active_pos.x=96, active_pos.y=96
New: painting ActivePieces, active_piece =1, active_pos.x=96, active_pos.y=96
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =1, active_pos.x=95, active_pos.y=95
New: painting ActivePieces, active_piece =1, active_pos.x=95, active_pos.y=95
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =1, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =1, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =1, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =1, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =1, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =1, active_pos.x=94, active_pos.y=94
Key pressed, nChar :38, nRepCnt :1, nFlags :328
New: painting ActivePieces, active_piece =1, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =1, active_pos.x=94, active_pos.y=94
Key pressed, nChar :38, nRepCnt :1, nFlags :328
New: painting ActivePieces, active_piece =1, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =1, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =1, active_pos.x=94, active_pos.y=94
New: painting ActivePieces, active_piece =1, active_pos.x=94, active_pos.y=94
Key pressed, nChar :37, nRepCnt :1, nFlags :331
New: painting ActivePieces, active_piece =1, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =1, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =1, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =1, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =1, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =1, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =1, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =1, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =1, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =1, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =1, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =1, active_pos.x=93, active_pos.y=93
New: painting ActivePieces, active_piece =1, active_pos.x=93, active_pos.y=93
