New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =5, active_pos.x=16, active_pos.y=16
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =6, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =1, active_pos.x=99, active_pos.y=99
New: painting ActivePieces, active_piece =5, active_pos.x=23, active_pos.y=23
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
New: painting ActivePieces, active_piece =5, active_pos.x=26, active_pos.y=26
